title,station,price,info,img,phone 
红星楼 2室1厅 3700元,红星楼,3700元/月,,"['https://image1.ljcdn.com/110000-inspection/6e5e52e9-1e9e-4027-bc6d-ea89d0e6e0ea.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/6a457349-fb63-44f4-8696-29822134b5da.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/ddfc4c26-80c1-4ac6-905a-acf2d5e4db99.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/c0a3e0a5-c757-420d-9e8b-f9c02afb234c.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/faa91927-bc25-490d-a3de-f8695cd308a9.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/366c3838-dd91-40c3-b2b2-dfb64e4282b4.png.600x450.jpg']",40089238865352
协和医院 看房随时 朝南 有电梯 拎包入住,东总布胡同19号院,7500元/月,户型介绍房子两个卧室都朝南面积大房子有电梯可以看房随时可以随时入住交通出行房子距离建国门地铁站500米距离公交站24路674路夜28路距离近房源亮点房子两个卧室都是朝南有电梯看房随时朝南有电梯拎包入住,"['https://image1.ljcdn.com/110000-inspection/85449d9f-96dc-4919-97f4-e2b1a0c667a2.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/4c366bbb-bede-498e-acf6-17643903912d.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/acc471aa-d193-4795-b6ae-47e011ad7c8a.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/3d83015b-f2c3-4585-8f0a-30a492c0c578.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/f72e83a6-eb51-4111-94c8-bf497843b341.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/53b2d18a-95d8-45f3-ae1f-427d5ca9b027.png.600x450.jpg']",40080168117369
东花市北里西区 2室1厅 6300元,东花市北里西区,6300元/月,,"['https://image1.ljcdn.com/110000-inspection/79aee442-c154-444f-9e17-4d8c5152e650.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/7c854428-61ca-42bf-89ac-ac1d0965ad0d.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/18bea874-9379-4242-a97c-e3249fea62bc.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/ef92259d-b4b7-4d0d-8057-d8ee2a24c2f5.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/ef9c152d-afe7-4e23-a2f0-34fac01a10d7.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/3d76f853-a561-4806-a88f-82dfab0462bf.JPG.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/b91184f5-7159-4fb5-a02a-b68fbb1dab8e.png.600x450.jpg']",40086036993279
小后仓 1室1厅 6500元,小后仓,6500元/月,,"['https://image1.ljcdn.com/110000-inspection/rsp_pic_upload547e5eb4-c826-4ae2-8852-622c2a531a40.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/rsp_pic_upload7351c065-842b-4c07-91ef-0981ae878d4e.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/rsp_pic_upload267e72de-1b9e-45db-a597-7697ab777461.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/rsp_pic_upload618c9797-4a3f-4d11-8ae7-1055d469807b.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/rsp_pic_upload2d2cfb6e-6da3-4f79-9788-6a38f8c126ff.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/6b6d18ee-e192-4aac-8e89-3dac5d582e21.png.600x450.jpg']",40085978009762
安化南里 1室1厅 5500元,安化南里,5500元/月,,"['https://image1.ljcdn.com/110000-inspection/8f0d0761-6f48-40bc-8001-29f261eec284.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/6b01d1e3-b47c-4b70-8197-fa62984721e7.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/a8d71d7d-1b37-41be-9445-d198daeeccb0.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/59764d99-5c0a-49bf-828f-2fe89cd7f0ca.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/646875cb-699b-4b2e-b775-220342da9c84.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/18af3bd9-cc37-4498-b3f0-5722ccad2201.png.600x450.jpg']",40080317079110
五所家属院   空房出租  交通方便,五所家属院,3500元/月,房源亮点房子交通方便距离地铁站公交站都很近小区安静周围配套齐全出租原因业主不想空置工作也不在这边没有时间打理房子目前想现状出租户型介绍此房是南北朝向的三居室中间楼层两个卧室朝南一个卧室朝北主卧带阳台,"['https://image1.ljcdn.com/110000-inspection/rsp_pic_uploadc3323a28-342a-4e9b-90a1-8a1b0d696caa.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/rsp_pic_uploaddf65c240-e226-47ea-a7db-a0e59a93c437.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/rsp_pic_uploadc32edc43-06fb-45bf-8202-6c6fe618a0e9.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/rsp_pic_upload1aa71218-6cf5-407b-a2e3-28b93b362199.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/rsp_pic_upload6db669d6-8640-43c9-a2e9-8c9600dcdab1.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/rsp_pic_upload052651c4-323c-4e35-92cc-79d169c98990.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/rsp_pic_upload9e3d559e-1ead-4659-a621-9f0a07ea938a.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/rsp_pic_upload93153475-3ab9-4b14-a5db-c5c1d7d21d75.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/rsp_pic_uploade80edb4a-f14e-4044-9c68-5179d63dc655.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/d178550f-7a97-42ad-9e31-be30ecdf5ae9.png.600x450.jpg']",40089107570245
珠江逸景 2室1厅 4200元,珠江逸景,4200元/月,,"['https://image1.ljcdn.com/110000-inspection/da26ecdf-0955-4620-a934-f5e06846893e.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/83b0c4ca-0bdb-46d7-a52b-ad6a33c7a81d.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/b1924147-532a-41b0-9712-81bd228af562.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/2cb8b11f-2b76-4224-84fa-99b077e15778.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/11276544-406c-4e55-bd5d-c45e64085239.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/cab85fc1-7467-4dc1-be7e-d96d9dcdde4c.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/3aa83d5f-0143-4af8-b1a7-6804732358d1.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/d98f2d8e-e27e-4ea0-ac98-1fe9c3778859.png.600x450.jpg']",
使馆壹号院 南北四居 家具家电配齐 高层采光观景,使馆壹号院,130000元/月,装修描述房子是业主自住的房子此房源业主自己精心设计与开发商统配装修不一样业主花了重金来给房子配置家具家具家电都是都是国际一线品牌您可以实现拎包入住出租原因业主工作不在这边暂时房子用不到希望找一个爱惜自己房子的客户可以长期出租户型介绍此房户型格局方正是南北通透的正规四居室房子双主卧加客厅朝南的设计使房子实用性很好南北通风楼层高观景好采光好,[],40085982779234
新街口西里三区 3室1厅 7500元,新街口西里三区,7500元/月,,"['https://image1.ljcdn.com/110000-inspection/efe29d72-8a5f-4175-a8b0-18b86558c72d.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/17c2b0a7-072b-4c14-be11-8a9d5bf80b98.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/c877d12d-672d-45bb-b3af-4d27b025a4b0.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/29a01e0b-5f00-493e-82ee-3597643a8a2d.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/c0c0476d-ff35-4eab-9032-8da9f336df8b.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/1a366c73-d78b-4bb1-aab8-80dbe3964145.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/65632062-7b11-4b8d-8a43-d59ad8cb7d72.png.600x450.jpg']",40088975292981
汇鸿家园 2室1厅 7200元,汇鸿家园,7200元/月,,"['https://image1.ljcdn.com/110000-inspection/b67814e2-7ff5-47b1-a563-8673576be820.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/9365c211-2c06-4ed1-96db-40d82de09afc.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/634418d7-3392-4c91-8015-905cae0c69db.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/8ecb0f51-831a-4dcf-bd73-94ae9901e8bc.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/df096558-f662-42aa-b941-a8b9f810e947.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/110000-frame/08125a7e-a804-42a1-8d26-53e10645ff80.jpg.600x450.jpg']",40088597276124
上林苑 3室2厅 5000元,上林苑,5000元/月,,"['https://image1.ljcdn.com/110000-inspection/c6cae3a4-6df4-49cc-a5ab-a76b5927b962.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/9485d199-d53a-4f61-ad94-5df6ef636a3d.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/e3505730-e84a-49fc-916c-928f50b0c902.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/7d625832-2c0e-4b5e-a97b-392d09cd8e6a.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/f687b0eb-a970-4125-bba5-922fee20dcdd.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/bc650069-0009-466d-b06a-208271923308.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/dd1bc781-cee4-43be-87bc-d55931dee35f.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/4d4f33fd-38e2-488d-842a-d0115ff20bd0.png.600x450.jpg']",
三里河二区 经典户型 大三居+保姆间 金融街三里河三小,三里河二区,18000元/月,交通出行小区离木樨地地铁比较近走路850米来自高德地图离公交站三里河东口13路21路32路65路68路出行便利周边配套配套实施齐全万方商场美廉美超市招商银行北京银行玉渊潭公园复兴医院等等出租原因楼层4层老人上下楼不方便搬去子女家住这边房子就空置了所以长期出租装修描述业主自住装修近期在收拾屋子搬家东西摆放的乱一些收拾一下干净整洁户型介绍此房南北通透入户玄关左手边是卫生间屏风后面双厅餐厅客厅面积都很大足够一家三代使用厨房朝南带明窗三间卧室两南一北使用面积15平米左右还有一件6平米左右的保姆间房源亮点精装修三正规三居室保姆间层高三米三南北通透业主人很好本房可以长期出租36年没问题,"['https://image1.ljcdn.com/110000-inspection/782a12ce-db21-4fe1-a2b3-8758acc1d0a2.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/daeb2eec-d3bc-4be1-9d32-4632c1c2e8e0.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/0ea923d7-6a48-4da1-b6ea-84fd8f52ac02.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/2711a877-7008-4dd6-95fc-69fd41311132.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/85caca12-3ec9-441f-9e63-7ff923477d55.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/64834554-ae35-4958-8671-70cd2ad05e33.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/fb7937fc-5c82-403a-8480-f31f80972f8f.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/93d6f790-4eb2-4c32-bedf-b5078880d044.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/110000-frame/99cbcb3f-c97e-44be-bf66-be71e9daf5ae.jpg.600x450.jpg']",40080501131989
丰台东大街地铁 精装两居 南北通透 拎包入住,北大街南里,5200元/月,装修描述此房是业主三年前精心装修的设计师专门规划布局家居家电都用的是品牌的自己住了两年就出租给一个小夫妻的客户维护的也比较熬好拎包入住居住起来也比较舒适出租原因此房业主住不着现在在别的地住能长期出租业主也想找个有稳定工作的客户就可以交通出行此房所处地段交通方便小区门口就是北大街公交站牌离9号线丰台东大街站800米开车向西600米可以上四环高德地图测,"['https://image1.ljcdn.com/110000-inspection/a3fcd522-d75d-444b-b04c-e03aa2400c1b.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/ef585445-2205-48b6-bf23-c7f3083ec678.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/d990a758-d3f4-4bce-8061-47045f5e64c2.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/d0516a17-1840-41c8-a32a-8e5f0bbdc7db.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/d971d91d-959f-4810-8a4f-bda206ff342c.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/560794d5-0758-40b6-a85f-ba69a8d33fe1.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/980416c4-aa9b-4a6e-beba-4ae09dd6b1cd.png.600x450.jpg']",40087890352874
北京湾 7室3厅 15000元,北京湾,15000元/月,,[],
融科香雪兰溪 4室1厅 6300元,融科香雪兰溪,6300元/月,,"['https://image1.ljcdn.com/110000-inspection/test-8ae98aaf-3aca-47b6-a456-982ec5b21ed4.png.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/test-0426f43c-19d2-4b46-8f6a-b8a517ab4002.png.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/test-1d25164f-2d24-4169-a4b8-646ef3fba850.png.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/test-7a4e9329-d9c0-4bff-b915-5c76aa350547.png.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/test-2340be0a-69dc-4961-8a93-e54f84ad1ebe.png.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/test-36fb0cb7-95db-41d1-97c9-8c3b0657ec08.png.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/test-1b6d4b53-6274-48b4-8715-fe012f87b58e.png.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/test-39744478-2468-45af-9d3b-0c06a82442e9.png.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/test-cdc5a2af-daa4-4b4f-9a14-7e170e45338a.png.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/test-d9b9bc39-b526-4387-b184-e02e69e76340.png.600x450.jpg']",40080602051376
大峪小白楼 1室0厅 2800元,大峪小白楼,2800元/月,,"['https://image1.ljcdn.com/110000-inspection/7b0eb6ff-a1ef-4d0c-9afa-de0121a15aa6.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/4f4fe45d-ee09-4be6-b5f6-229509ec49e2.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/fff0522d-7a3f-4f4b-979a-cdba38989fd5.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/110000-frame/8feaa772-9344-41bb-83e5-4475b63c4070.jpg.600x450.jpg']",40087713350040
三虎桥 2室1厅 3500元,三虎桥,3500元/月,,"['https://image1.ljcdn.com/110000-inspection/4b1e900c-f222-4a0b-b9d2-05782e015629.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/8124ce69-2007-483e-9995-3c8fca40a8a9.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/9f26913b-090a-4e69-a5e8-0de9c073b442.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/ea8dcabe-ff7a-4790-8ccb-b7db17c3f748.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/ca00986c-fffd-4a32-bf21-217745d66a4e.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/68779632-ab74-4483-a051-c34c346512f9.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/b655e162-aef5-481f-9e5d-cd3ca17d108f.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/35fa21fa-7952-43cc-80de-dcec3bfc9f0e.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/749bd68f-fa24-4976-a430-db6b6df502b5.png.600x450.jpg']",40082765154915
金地名京 2室2厅 13500元,金地名京,13500元/月,,"['https://image1.ljcdn.com/110000-inspection/3ff22c78-86c6-4834-bf31-377b22dbf9e1.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/024841bc-2ea6-4a9e-9535-c790bd032f85.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/dce6e5c1-366c-4900-b6e4-cec34227f31a.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/e197e813-ea30-4f5f-ab3b-2c917fb9fa91.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/e9215081-3760-456e-9ed1-a1c4bded57cb.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/c6ab253f-fbcc-4a5d-92f7-e1535fa4aa69.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/110000-frame/71613262-f7fc-4799-83e1-27aea9d8db71.jpg.600x450.jpg']",
半岛国际公寓 1室0厅 6500元,半岛国际公寓,6500元/月,,"['https://image1.ljcdn.com/110000-inspection/rsp_pic_uploade4d4aaba-8ec0-460b-9fd8-67b4f22cdc94.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/rsp_pic_uploada9256509-6e61-45a7-ac6e-6b146d9244fa.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/rsp_pic_upload46bd1d90-8e29-4b2d-96ad-dce30abde271.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/55d530ad-f77d-41da-9108-5bd1e0790ffe.png.600x450.jpg']",40088912920454
左家庄北里南北向两居，看房方便，随时入住，小区安静,左家庄北里,6500元/月,交通出行小区门口300m处有公交站柳芳北里站小区西侧1000m处有地铁柳芳地铁站以上数据来自百度地图户型介绍此房为南北通透两居室主卧朝南带阳台次卧朝北打开门能形成良好的自然通风明厨明卫使用方便房源亮点此房为左家庄北里中间位置两居室楼层高且楼前无遮挡采光很好全明格局居住舒适小区有24小时门卫安全性高,"['https://image1.ljcdn.com/110000-inspection/859e0764-bb6e-4410-a5df-5d4cf7c07905.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/4e920cfb-d875-4a3c-845e-9d9f42d771ae.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/be13a606-75a9-4aa6-96be-8c618098a612.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/e581be95-5d92-4888-8f0c-8ec11af65ed9.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/d0c5c136-3130-4478-b4f6-ef08a0f53005.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/3f579b4e-ca01-468c-a96a-601d25718280.JPG.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/dab1e94f-80fc-486c-a9be-55126d11cd31.png.600x450.jpg']",40089787663049
新华联家园北区 复式南北通透 家具家电齐全,新华联家园北区,5800元/月,交通出行小区出南门东侧过人行道是八通线果园地铁站门口是广渠路北侧是京通快速路门口公交车668669938801等等出租原因因业主在别的地方住故此房空置所以出租希望找个爱护房子的租户户型介绍此房是南北通透的两居室户型楼下是南北通透的一居室带有一个露台二楼是有一个卧室和客厅还有一个卫生间不能洗澡可以上卫生间面积大居住起来很舒服房源亮点此房南北通透居住起来很舒服适合一家人或者是和朋友一起住,"['https://image1.ljcdn.com/110000-inspection/71bd22a2-afbe-4a0a-9b82-a5492a3cdd57.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/6eaeb465-c050-42d4-abed-6cf972f1fc33.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/000cad7a-263b-4691-a105-3372ed60e315.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/81d5d028-f4e3-4139-8d88-70603302adec.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/e64a756b-57d1-4081-acc4-3008b1f0e1ee.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/068ed3c5-1a83-4495-a9c2-87e698efd283.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/b7b330ef-f983-4a1b-ab22-be22a3d86d5f.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/181b6025-f319-4faf-899f-019248325fe2.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/37075fa0-36c2-48cc-aa8b-bdb913fb6c13.JPG.600x450.jpg', 'https://image1.ljcdn.com/x-se/110000-frame/3d7c806f-9715-4886-8c65-4a280a870bfa.jpg.600x450.jpg']",40087696569825
和平西街1号院 3室1厅 15000元,和平西街1号院,15000元/月,,"['https://image1.ljcdn.com/110000-inspection/c8c76c83-3cd9-44ed-931a-068985e4e623.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/e42ff6cc-002e-48a1-9668-14ec5f1b10bb.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/f0edcacc-9d54-48c7-978e-c05a976d1773.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/5789a4fa-3d96-440a-a313-7cc770b8976d.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/2390aacb-3d51-43f0-81ea-367cdb82ebe2.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/2d414859-2707-4477-a46e-0c166f34f507.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/5b422ae4-0bd4-484f-a193-1592acf39eda.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/b28c8e27-7c5c-409c-a5f1-4c386ce87881.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/e1063756-cf30-4c42-9fba-b3e467cd30fd.png.600x450.jpg']",40086081123175
绿地诺亚方舟 1房间1卫 3000元,绿地诺亚方舟,3000元/月,,[],40082738879749
西三环紫竹院路 人济山庄东向二居室 拎包入住随时起租,人济山庄,13000元/月,小区介绍本小区是2001年建成的商品房社区房子位于人济一期其中一期共有两栋楼一期物业费18二期有四栋楼二期物业费28二期建成于2003年小区24小时热水24小时保安巡逻小区东边是紫竹院公园步行即可到达公园西门出租原因本房是业主第一次出租之前一直是业主本人自住业主本次回京也是为了把房子出租然后回老家安安生生上班室内空调已经清洗过交通出行小区二期南门出口既是公交车站紫竹院南门途径的公交有114路118路334路360路362路534路588路环线658路77路87路夜12路特5路运通104路,"['https://image1.ljcdn.com/110000-inspection/a1002557-1f67-4fea-adc3-7b465976970c.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/db427fde-fab3-4f7d-a51a-dce94dbc2fba.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/0ce865bd-9d70-4a63-b89e-c24c1badae67.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/0e410cee-4369-4682-8777-953306b81547.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/f94b5817-5a2e-4194-a2ae-721f2ac9c33b.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/4036db08-befc-4fa6-8a35-b10717cf1224.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/a078ee94-5d89-406e-b9f6-14c7b496ce2d.png.600x450.jpg']",40086020057223
首开熙悦山熹园3号院 2室1厅 4300元,首开熙悦山熹园3号院,4300元/月,,"['https://image1.ljcdn.com/110000-inspection/b810b12c-5af7-4f88-a6e2-b418df7fedbd.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/f093d227-b20a-4b7f-a724-55eb487af3bd.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/1e0fe012-191e-4fe4-968a-5c19b8437d52.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/ff190c64-25cd-47bd-b2f1-bbb9f8acb606.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/8f4767e9-a985-4ecf-8831-00883f10cb5a.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/199b30ef-0748-4de3-bb0a-adabc0548423.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/65b9e8da-e163-4e5a-a2af-c6f900e9b76d.png.600x450.jpg']",40087890359814
妇联小区 精装修 正规一居有衣帽间,妇联小区,5900元/月,房源亮点妇联小区正规一居室随时入住一居室带衣帽间有电梯小区位于朝阳路和京通快速路中间户型介绍此房之前业主自住房子装修的很用心之前是两个卧室后来业主把其中一个卧室改成了客厅又做出了一个衣帽间出租原因业主家里有小孩目前这套房住不下了搬了新家现在这套房子可以长期出租,"['https://image1.ljcdn.com/110000-inspection/a5fee8ad-698a-4d7d-b5f8-349b50721378.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/c8e06c68-945f-4abf-b300-fe8842b60d57.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/25bb5748-6c79-410e-840c-6cf18da63488.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/cc85700f-677a-4be1-a4db-52e8bf46ef77.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/dc0ffc10-8e0e-4964-be08-4f9ce6bbf799.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/bf2bde36-8673-45f2-bee2-f821d1f6e2f5.png.600x450.jpg']",40087659894996
中建国际城 2室1厅 4800元,中建国际城,4800元/月,,"['https://image1.ljcdn.com/110000-inspection/d1331613-4a08-480b-a09a-8b17d2c8ccd5.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/189b82e6-246b-4087-8486-8648bfb93596.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/c9fd4433-cedc-4495-bafb-12f7e0a6ddd1.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/2d16d28d-183f-42ac-a25b-af5ae02ad7a6.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/a85534d6-b702-423f-93cc-cba6f65a09e5.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/f7788d02-8615-4623-863d-2fc8060700d8.png.600x450.jpg']",40089787668942
